SOURCEBUS.1,0.817882274, +j -4.636999108 ,-0.130550255, +j 1.483326906  ,-0.130550255, +j 1.483326906  ,-9.283352669, +j 74.26682135  ,9.283352669, +j -74.26682135 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
632.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-1.571147595, +j 3.782150027  ,0.665084585, +j -1.381559152 ,0.37297263, +j -1.057044479 ,-6.833550791, +j 7.360139295  ,1.798611255, +j -1.461692242 ,2.49005327, +j -1.532325315 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-4.71108724, +j 11.34077969  ,1.994256626, +j -4.142606153 ,1.118358711, +j -3.169548662 ,13.11578563, +j -22.48306875 ,-4.457952465, +j 6.985857491  ,-3.981384611, +j 5.758918399  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
632.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.665084585, +j -1.381559152 ,-1.382347961, +j 3.604908326  ,0.186574075, +j -0.8266380537,1.798611255, +j -1.461692242 ,-6.165147343, +j 7.423635251  ,1.365728494, +j -1.406039509 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-5.028148967, +j 3.888326733  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.994256626, +j -4.142606153 ,-4.144971399, +j 10.80932032  ,0.559442503, +j -2.478674824 ,-4.457952465, +j 6.985857491  ,16.72061567, +j -25.72619032 ,-3.637283814, +j 5.155654339  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.525538743, +j -0.4443020188,0, +j 0            ,0, +j 0            ,0, +j 0            
632.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.37297263, +j -1.057044479 ,0.186574075, +j -0.8266380537,-1.227153711, +j 3.416496086  ,2.49005327, +j -1.532325315 ,1.365728494, +j -1.406039509 ,-6.441706274, +j 7.390399576  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.525538743, +j -0.4443020188,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.118358711, +j -3.169548662 ,0.559442503, +j -2.478674824 ,-3.679621321, +j 10.24436607  ,-3.981384611, +j 5.758918399  ,-3.637283814, +j 5.155654339  ,16.35155145, +j -24.96566053 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-5.003070144, +j 3.914399101  ,0, +j 0            ,0, +j 0            ,0, +j 0            
680.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-3.142295189, +j 7.564300053  ,1.330169169, +j -2.763118304 ,0.74594526, +j -2.114088957 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,3.142295189, +j -7.56429997  ,-1.330169169, +j 2.763118286  ,-0.74594526, +j 2.11408894   ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
680.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.330169169, +j -2.763118304 ,-2.764695923, +j 7.209816652  ,0.373148149, +j -1.653276107 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-1.330169169, +j 2.763118286  ,2.764695923, +j -7.209816569 ,-0.373148149, +j 1.65327609   ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
680.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0.74594526, +j -2.114088957 ,0.373148149, +j -1.653276107 ,-2.454307421, +j 6.832992172  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-0.74594526, +j 2.11408894   ,-0.373148149, +j 1.65327609   ,2.454307421, +j -6.832992089 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            
645.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-4.068103313, +j 1.184805369  ,2.542564571, +j -0.7405033647,-8.33845024, +j 6.523998501  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,1.525538743, +j -0.4443020188,-5.003070144, +j 3.914399101  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,13.34152038, +j -10.43839754 ,0, +j 0            ,0, +j 0            ,0, +j 0            
692.2,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-10000000, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-2.428535277, +j 3.079311098  ,-2.428535277, +j 3.079311098  ,2.428535277, +j -3.079311098 ,-11.54642947, +j 8.197215275  ,2.428535277, +j -3.079311098 ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,10000011.55, +j -8.197209563 ,0, +j 0            ,0, +j 0            
684.1,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-8.33845024, +j 6.523998501  ,0, +j 0            ,2.542564571, +j -0.7405033647,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-4.46922565, +j 1.430516585  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,12.80767589, +j -7.954509444 ,-2.542564571, +j 0.7405033593 
684.3,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,2.542564571, +j -0.7405033647,0, +j 0            ,-8.380248278, +j 6.480544555  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-7.719253977, +j 6.546233978  ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,0, +j 0            ,-2.542564571, +j 0.7405033593 ,16.09950226, +j -13.02677848 
,SOURCEBUS.1,,SOURCEBUS.2,,SOURCEBUS.3,,650.1,,650.2,,650.3,,RG60.1,,RG60.2,,RG60.3,,633.1,,633.2,,633.3,,634.1,,634.2,,634.3,,671.1,,671.2,,671.3,,645.2,,646.2,,646.3,,692.3,,692.1,,675.1,,675.2,,675.3,,611.3,,652.1,,670.1,,670.2,,670.3,,632.1,,632.2,,632.3,,680.1,,680.2,,680.3,,645.3,,692.2,,684.1,,684.3,
